full_name,hits,homeruns,rbi,runs,stolen_bases,walks,strikeouts,games_played,at_bats,batting_average,on_base_plus_slugging
Darryl Cias,6,0,1,1,1,2,4.0,19,18,0.333,0.789
Darryl Hamilton,1333,51,454,707,163,493,494.0,1328,4577,0.2774615384615385,0.7173846153846154
Darryl Jones,12,0,6,6,0,2,7.0,18,47,0.255,0.69
Darryl Kile,87,2,40,38,0,43,300.0,364,657,0.12508333333333335,0.34600000000000003
Darryl Motley,324,44,159,156,19,67,186.0,413,1333,0.19599999999999998,0.5523333333333333
Darryl Strawberry,1401,335,1000,898,221,816,1352.0,1583,5418,0.24676470588235297,0.8197647058823532
Darwin Barney,625,31,201,297,29,155,349.0,814,2536,0.2475,0.6521250000000001
Darwin Cubillan,0,0,0,0,0,0,0.0,36,1,0.0,0.0
Darwinzon Hernández,0,0,0,0,0,0,0.0,77,0,0.0,0.0
Daryl Boston,655,83,278,378,98,237,469.0,1058,2629,0.239,0.6936363636363636
Daryl Patterson,0,0,0,0,0,1,14.0,86,21,0.0,0.04766666666666666
Daryl Sconiers,169,15,84,83,7,48,87.0,234,637,0.2454,0.6548
Daryl Thompson,0,0,0,2,0,0,1.0,5,3,0.0,0.0
Daryle Ward,588,90,379,242,1,192,422.0,948,2234,0.26781818181818184,0.7724545454545454
Daulton Varsho,428,79,240,274,51,181,517.0,577,1902,0.2206,0.7054
Dauri Moreta,0,0,0,0,0,0,0.0,39,0,0.0,0.0
Dave Anderson,490,19,143,244,49,206,331.0,873,2026,0.24559999999999998,0.6371
Dave Augustine,6,0,0,4,0,0,6.0,29,29,0.23399999999999999,0.5395
Dave Baker,5,0,2,3,0,3,3.0,9,20,0.25,0.7
Dave Baldwin,1,0,0,0,0,0,0.0,31,2,0.25,0.5
Dave Beard,0,0,0,0,0,0,0.0,95,0,0.0,0.0
Dave Berg,430,21,163,190,8,133,308.0,582,1600,0.2672857142857143,0.6954285714285714
Dave Bergman,690,54,289,312,19,380,347.0,1349,2679,0.24782352941176472,0.6787058823529409
Dave Borkowski,0,0,1,0,0,0,4.0,162,10,0.0,0.0
Dave Boswell,5,0,1,1,0,0,14.0,38,30,0.18,0.48
Dave Burba,26,3,12,10,0,10,84.0,471,194,0.10984615384615384,0.3086153846153846
Dave Bush,34,0,13,18,0,9,96.0,195,263,0.09171428571428572,0.22914285714285715
Dave Campbell,263,19,86,124,29,97,243.0,503,1215,0.15,0.3897142857142857
Dave Cash,1554,21,422,724,118,415,300.0,1404,5493,0.2849090909090909,0.6977272727272728
Dave Chalk,733,15,243,292,36,295,327.0,903,2910,0.24466666666666667,0.6222222222222221
Dave Cheadle,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Dave Clark,518,62,284,248,19,222,451.0,905,1964,0.25346153846153846,0.7127692307692308
Dave Cochrane,121,8,43,43,1,40,129.0,218,514,0.2152,0.5628
Dave Coleman,0,0,0,1,0,1,3.0,11,12,0.0,0.077
Dave Collins,1335,32,373,667,395,467,661.0,1701,4907,0.26375,0.6689375
Dave Concepcion,2326,101,950,993,321,736,1186.0,2488,8723,0.2636842105263158,0.6694736842105262
Dave Cripe,2,0,1,1,0,0,2.0,7,13,0.154,0.308
Dave Criscione,3,1,1,1,0,0,1.0,7,9,0.333,1.0
Dave Downs,2,0,2,1,0,0,4.0,4,8,0.25,0.5
Dave Dravecky,38,1,14,20,2,18,95.0,237,313,0.14475,0.381
Dave Duncan,526,93,275,237,4,202,498.0,730,2358,0.2245714285714286,0.6591428571428571
Dave Edler,72,6,36,34,12,35,53.0,126,334,0.20875,0.58425
Dave Edwards,152,14,73,95,12,55,147.0,321,640,0.229,0.6352
Dave Eiland,2,1,2,2,0,0,8.0,38,22,0.06466666666666666,0.24033333333333337
Dave Engle,431,31,181,201,5,120,190.0,594,1643,0.24711111111111114,0.668888888888889
Dave Freisleben,27,0,8,13,0,19,61.0,148,192,0.11579999999999999,0.3224
Dave Gallagher,564,17,190,273,20,187,251.0,794,2081,0.2523333333333333,0.6528888888888889
Dave Geisel,0,0,0,0,0,1,5.0,56,7,0.0,0.0625
Dave Giusti,12,0,9,5,0,8,19.0,470,81,0.12075,0.32987500000000003
Dave Goltz,10,0,7,1,0,10,49.0,248,94,0.03222222222222222,0.09444444444444444
Dave Gumpert,0,0,0,0,0,0,5.0,73,6,0.0,0.0
Dave Hajek,3,0,0,3,1,3,1.0,13,12,0.15,0.575
Dave Hamilton,4,0,0,2,0,5,16.0,110,33,0.0308,0.101
Dave Hansen,466,35,222,187,5,283,332.0,1230,1793,0.25853333333333334,0.7115333333333335
Dave Heaverlo,3,0,0,0,0,1,4.0,350,13,0.13883333333333334,0.3055
Dave Henderson,1324,197,708,710,50,465,1105.0,1538,5130,0.24428571428571427,0.7187142857142857
Dave Hengel,31,4,18,10,0,4,36.0,69,167,0.19825,0.516
Dave Hilton,108,6,33,40,6,35,69.0,161,506,0.1625,0.42674999999999996
Dave Hollins,870,112,482,578,47,464,687.0,983,3346,0.23366666666666666,0.6905833333333334
Dave Hostetler,187,37,124,92,2,97,248.0,255,818,0.28440000000000004,0.8263999999999999
Dave Hudgens,1,0,0,0,0,0,3.0,6,7,0.143,0.286
Dave Huppert,1,0,0,1,0,2,7.0,17,21,0.024,0.089
Dave Johnson,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Dave Kingman,1575,442,1210,901,85,608,1816.0,1941,6677,0.236875,0.7831875000000001
Dave Krynzel,9,0,3,6,0,3,18.0,21,48,0.11,0.2815
Dave LaPoint,26,0,15,13,0,16,82.0,186,251,0.056,0.1378888888888889
Dave LaRoche,15,0,2,7,0,7,13.0,363,61,0.18071428571428574,0.45814285714285713
Dave Leeper,3,0,4,2,0,1,4.0,19,40,0.044,0.101
Dave Leiper,1,0,1,0,0,0,2.0,128,4,0.1,0.2
Dave Lemanczyk,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Dave Lemonds,3,0,2,1,0,1,16.0,34,25,0.12,0.274
Dave Leonhard,6,0,0,3,0,2,8.0,54,20,0.426,1.352
Dave Liddell,1,0,0,1,0,0,0.0,1,1,1.0,2.0
Dave Machemer,11,1,4,14,0,5,3.0,29,48,0.2325,0.6475
Dave Magadan,1197,42,495,516,11,718,546.0,1582,4159,0.295625,0.7740624999999999
Dave Marshall,150,13,65,74,10,73,134.0,303,608,0.25425,0.71075
Dave Martinez,1599,91,580,795,183,567,893.0,1919,5795,0.268,0.7096874999999999
Dave Maurer,0,0,0,0,0,0,1.0,17,1,0.0,0.0
Dave May,842,92,398,427,55,310,437.0,1054,3313,0.2441111111111111,0.6906666666666665
Dave McCarty,362,36,175,182,9,126,367.0,632,1493,0.26890909090909093,0.7376363636363635
Dave McDonald,4,1,4,3,0,4,14.0,24,39,0.103,0.409
Dave McKay,441,21,170,191,20,86,337.0,645,1928,0.227125,0.5718749999999999
Dave McNally,42,5,20,22,0,28,135.0,157,279,0.1274,0.3918
Dave Meads,2,0,0,2,0,3,3.0,67,7,0.2915,0.7915
Dave Meier,70,1,22,37,0,24,26.0,145,277,0.296,0.679
Dave Mlicki,26,0,6,13,0,18,76.0,256,208,0.116875,0.3215
Dave Moates,81,3,27,42,15,24,33.0,140,312,0.17166666666666666,0.4326666666666667
Dave Morehead,6,0,1,1,0,1,15.0,28,36,0.167,0.383
Dave Nilsson,789,105,470,389,15,320,424.0,837,2779,0.278625,0.801375
Dave Oliver,7,0,3,2,0,4,0.0,7,22,0.318,0.853
Dave Otto,4,0,4,0,0,0,6.0,64,20,0.111,0.3055
Dave Owen,27,1,16,15,3,11,30.0,92,139,0.16325,0.41725
Dave Pagan,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Dave Parker,2712,339,1493,1272,154,683,1537.0,2466,9358,0.2866842105263158,0.797421052631579
Dave Patterson,1,0,0,0,0,0,2.0,37,7,0.143,0.286
Dave Pavlas,0,0,0,0,0,1,1.0,14,1,0.0,0.25
Dave Rader,619,30,235,254,8,245,180.0,846,2405,0.2331,0.6149
Dave Revering,486,62,234,205,2,148,240.0,557,1832,0.25680000000000003,0.7306
Dave Ricketts,2,0,0,0,0,1,3.0,14,11,0.182,0.432
Dave Righetti,2,0,1,0,0,0,6.0,281,11,0.2286,0.4572
Dave Roberts,1303,79,466,659,270,443,852.0,1875,5240,0.21558064516129033,0.5599677419354838
Dave Robinson,12,2,6,5,2,6,7.0,22,44,0.158,0.532
Dave Rohde,23,0,5,11,0,16,31.0,93,146,0.102,0.35600000000000004
Dave Rosello,206,10,76,114,5,108,145.0,422,873,0.24066666666666667,0.660888888888889
Dave Rozema,0,0,0,0,0,0,0.0,86,0,0.0,0.0
Dave Rucker,5,0,0,2,0,1,11.0,175,26,0.0952,0.21760000000000002
Dave Sappelt,63,2,17,28,4,17,40.0,95,251,0.25266666666666665,0.652
Dave Sax,16,1,8,3,0,3,5.0,37,60,0.1522,0.4024
Dave Schmidt,10,2,3,6,0,7,17.0,135,45,0.047599999999999996,0.1504
Dave Schneck,82,8,35,32,4,27,73.0,143,413,0.19533333333333333,0.5353333333333333
Dave Schuler,0,0,0,0,0,0,0.0,9,0,0.0,0.0
Dave Sells,1,0,1,0,0,0,0.0,66,1,0.3333333333333333,0.6666666666666666
Dave Shipanoff,0,0,0,0,0,0,3.0,26,3,0.0,0.0
Dave Silvestri,68,6,36,42,4,56,96.0,181,336,0.162125,0.5227499999999999
Dave Skaggs,123,3,49,44,0,51,76.0,205,510,0.22075,0.56975
Dave Smith,3,0,1,2,0,4,21.0,609,44,0.057692307692307696,0.18846153846153849
Dave Stapleton,550,41,224,238,6,114,162.0,582,2028,0.2432857142857143,0.6277142857142858
Dave Staton,23,9,15,13,0,13,30.0,46,108,0.222,0.8495
Dave Stegman,66,8,32,39,5,31,55.0,172,320,0.18133333333333335,0.5641666666666666
Dave Stevens,1,0,0,0,0,0,2.0,99,6,0.0625,0.125
Dave Stewart,10,0,4,5,0,3,17.0,209,51,0.09025,0.251375
Dave Stieb,0,0,0,2,0,0,0.0,247,2,0.0,0.0
Dave Swartzbaugh,0,0,0,0,0,1,4.0,15,10,0.0,0.04766666666666666
Dave Telgheder,3,0,1,1,0,1,12.0,57,23,0.1,0.231
Dave Tobik,0,0,0,0,0,0,0.0,17,0,0.0,0.0
Dave Tomlin,5,0,1,6,0,5,10.0,409,34,0.09123076923076923,0.3009230769230769
Dave Valle,658,77,350,314,5,258,413.0,970,2775,0.24592307692307694,0.7027692307692307
Dave Vangorder,89,3,38,30,1,39,63.0,183,420,0.1772,0.49000000000000005
Dave Veres,7,0,1,1,0,1,12.0,605,27,0.2541,0.5374000000000001
Dave Vonohlen,2,0,0,0,0,1,3.0,77,8,0.381,0.7976666666666666
Dave Wallace,0,0,0,0,0,0,0.0,7,0,0.0,0.0
Dave Walsh,0,0,0,0,0,0,0.0,20,0,0.0,0.0
Dave Wehrmeister,2,0,0,2,0,0,8.0,48,20,0.04175,0.10425
Dave Williams,15,1,9,5,0,4,65.0,83,123,0.10266666666666667,0.271
Dave Winfield,3110,465,1833,1669,223,1216,1686.0,2973,11003,0.27831818181818185,0.8107272727272726
Davey Johnson,724,103,375,348,13,363,391.0,849,2724,0.35725,1.062
Davey Lopes,1671,155,614,1023,557,833,852.0,1811,6354,0.2566875,0.7308125
Davey Nelson,561,20,186,303,160,194,331.0,673,2266,0.227875,0.593125
David Aardsma,0,0,0,0,0,0,2.0,330,4,0.0,0.0
David Adams,27,2,13,10,0,9,43.0,43,140,0.193,0.538
David Bañuelos,0,0,0,0,0,0,0.0,1,1,0.0,0.0
David Bednar,0,0,0,0,0,0,1.0,119,1,0.0,0.0
David Bell,1239,123,589,587,19,428,687.0,1403,4826,0.24875,0.6864166666666667
David Bote,249,36,156,136,11,115,324.0,421,1065,0.243,0.7163333333333334
David Buchanan,7,0,3,4,0,6,18.0,35,50,0.15000000000000002,0.43100000000000005
David Carpenter,1,0,0,0,0,0,1.0,248,5,0.07142857142857142,0.14285714285714285
David Clyde,0,0,0,0,0,0,0.0,47,0,0.0,0.0
David Coggin,2,0,1,1,0,3,23.0,60,48,0.02033333333333333,0.10533333333333333
David Cone,64,0,22,28,0,16,91.0,334,412,0.1485,0.3541666666666667
David Cooper,57,6,23,25,0,11,36.0,72,211,0.2555,0.7330000000000001
David Cortes,0,0,0,0,0,0,0.0,84,2,0.0,0.0
David Dahl,324,46,169,175,17,79,347.0,350,1210,0.2287142857142857,0.6895714285714286
David Davidson,1,0,0,0,0,0,0.0,3,1,0.5,1.0
David DeJesus,1434,99,573,740,66,510,838.0,1472,5220,0.27399999999999997,0.7765384615384614
David Dellucci,736,101,398,431,41,322,714.0,1099,2873,0.25861538461538464,0.7538461538461539
David Doster,47,4,18,23,1,19,44.0,138,202,0.2315,0.6375
David Eckstein,1414,35,392,701,123,376,418.0,1311,5041,0.2793,0.6970000000000001
David Fletcher,560,16,170,250,29,135,209.0,539,2026,0.2711428571428572,0.6508571428571427
David Freese,1041,113,535,481,8,370,974.0,1184,3758,0.2847272727272727,0.7940909090909092
David Freitas,25,1,8,13,0,12,34.0,59,125,0.17233333333333334,0.498
David Fry,112,18,66,56,6,50,114.0,180,436,0.2505,0.7695000000000001
David Goforth,0,0,0,0,0,0,3.0,31,3,0.0,0.0
David Green,374,31,180,168,68,84,278.0,489,1398,0.24949999999999997,0.6766666666666667
David Hale,3,0,1,2,0,0,20.0,83,44,0.029199999999999997,0.0578
David Hamilton,77,8,28,49,35,28,90.0,113,327,0.1845,0.568
David Hensley,31,3,12,28,2,21,58.0,69,165,0.2253333333333333,0.6626666666666666
David Hernandez,1,0,0,0,0,0,1.0,527,5,0.1111111111111111,0.2222222222222222
David Herndon,0,0,0,0,0,0,6.0,97,7,0.0,0.0
David Hess,0,0,0,2,0,1,4.0,58,9,0.0,0.111
David Holmberg,1,0,0,2,0,2,8.0,51,14,0.03125,0.12225
David Howard,362,11,148,169,23,137,311.0,645,1583,0.23966666666666667,0.6178888888888889
David Huff,1,0,0,1,0,0,4.0,57,8,0.08325,0.1665
David Hulse,336,5,103,207,69,76,204.0,423,1265,0.2644,0.6294
David Justice,1571,305,1017,929,53,903,999.0,1610,5625,0.27814285714285714,0.8632857142857143
David Kelton,3,0,1,2,0,0,8.0,18,22,0.1335,0.3585
David Lamb,30,1,13,19,0,11,21.0,69,139,0.17533333333333334,0.441
David Lee,1,0,0,1,0,0,3.0,84,6,0.06666666666666667,0.13333333333333333
David Lough,190,13,67,95,17,43,138.0,342,749,0.242,0.6448
David Lundquist,0,0,0,0,0,0,0.0,20,0,0.0,0.0
David MacKinnon,7,0,6,2,0,6,17.0,22,50,0.14,0.368
David Manning,0,0,0,0,0,0,1.0,2,1,0.0,0.0
David Matranga,1,1,1,1,0,0,2.0,7,6,0.1,0.5
David Moraga,0,0,0,0,0,0,0.0,4,0,0.0,0.0
David Murphy,950,104,472,440,54,316,575.0,1110,3467,0.27490000000000003,0.7756000000000001
David Newhan,249,23,120,148,29,80,210.0,413,986,0.232875,0.658
David Nied,10,0,2,5,0,4,26.0,52,71,0.11199999999999999,0.24739999999999998
David Ortiz,2472,541,1768,1419,17,1319,1750.0,2408,8640,0.27294999999999997,0.88195
David Palmer,48,5,23,22,0,5,95.0,208,323,0.12222222222222223,0.32433333333333336
David Patton,0,0,0,0,0,0,0.0,20,0,0.0,0.0
David Pauley,0,0,0,0,0,0,0.0,68,0,0.0,0.0
David Paulino,0,0,0,0,0,0,0.0,1,0,0.0,0.0
David Pember,0,0,0,0,0,0,1.0,4,1,0.0,0.0
David Peralta,1166,125,569,526,39,336,891.0,1232,4188,0.2769090909090909,0.7740000000000001
David Peterson,1,0,0,2,0,0,10.0,16,16,0.063,0.243
David Phelps,6,0,1,0,0,0,23.0,243,52,0.0375,0.078125
David Price,8,0,3,1,0,3,28.0,354,65,0.18691666666666665,0.41883333333333334
David Purcey,0,0,0,0,0,0,1.0,88,1,0.0,0.0
David Riske,0,0,0,0,0,0,0.0,416,1,0.0,0.0
David Robertson,0,0,0,0,0,0,1.0,765,1,0.0,0.0
David Rollins,0,0,0,0,0,0,0.0,11,0,0.0,0.0
David Ross,521,106,314,254,3,287,735.0,883,2280,0.22913333333333336,0.7544000000000002
David Sanders,0,0,0,0,0,0,0.0,20,0,0.0,0.0
David Segui,1412,139,684,683,17,524,687.0,1456,4847,0.2849333333333333,0.7740666666666666
David Villar,63,15,40,39,1,30,116.0,109,315,0.211,0.6880000000000001
David Wainhouse,0,0,0,0,0,0,1.0,82,5,0.0,0.0
David Washington,0,0,0,0,0,0,5.0,3,6,0.0,0.0
David Weathers,14,2,4,7,0,7,85.0,920,139,0.044375,0.155625
David Wells,23,0,5,8,0,3,59.0,283,178,0.12054545454545455,0.2632727272727273
David West,10,1,5,3,0,3,22.0,135,55,0.347,0.9156666666666666
David Wright,1777,242,970,949,196,762,1292.0,1585,5998,0.26985714285714285,0.8179285714285716
Davis Schneider,108,21,66,71,7,68,187.0,170,513,0.2335,0.816
Davis Wendzel,6,1,2,2,0,1,12.0,27,47,0.128,0.397
Dawel Lugo,89,7,35,41,0,16,80.0,113,377,0.21933333333333335,0.5670000000000001
Dax Jones,10,1,7,7,2,8,12.0,34,58,0.172,0.562
Dayan Díaz,0,0,0,0,0,0,0.0,6,0,0.0,0.0
Dayan Viciedo,425,66,211,200,2,95,388.0,483,1675,0.26280000000000003,0.7282
Daz Cameron,79,10,39,48,14,30,128.0,139,394,0.2015,0.5842499999999999
Dean Anna,3,1,3,3,0,2,6.0,13,23,0.068,0.259
Dean Chance,3,0,3,1,0,2,48.0,79,63,0.0355,0.091
Dean Crow,0,0,0,0,0,0,0.0,32,0,0.0,0.0
Dean Hartgraves,0,0,0,0,0,0,1.0,84,3,0.0,0.0
Dean Kiekhefer,0,0,0,0,0,0,0.0,26,1,0.0,0.0
Dean Palmer,1229,275,849,734,48,502,1332.0,1357,4902,0.21735714285714286,0.6953571428571428
Dean Wilkins,0,0,0,0,0,0,2.0,25,2,0.0,0.0
Deck McGuire,1,0,1,0,0,0,2.0,27,6,0.1665,0.333
Dee Brown,190,14,89,86,8,50,207.0,271,814,0.14975,0.405625
Dee Strange-Gordon,1118,18,236,538,336,168,618.0,1025,3906,0.2738181818181818,0.6489999999999999
Deion Sanders,558,39,168,308,186,159,352.0,641,2123,0.24000000000000002,0.6706666666666667
Deivi Cruz,1109,70,464,442,16,132,429.0,1234,4124,0.2681111111111111,0.6792222222222223
Deivy Grullón,2,0,2,0,0,1,3.0,5,12,0.222,0.583
Del Bates,8,0,1,1,0,6,15.0,22,60,0.133,0.424
Del Unser,1032,79,394,482,45,377,555.0,1490,3999,0.23153846153846153,0.6412307692307693
Delino DeShields,1998,99,700,1174,574,965,1548.0,2216,7607,0.2563,0.7041
Dell Alston,79,3,35,48,20,28,44.0,189,332,0.2605,0.68675
Dellin Betances,0,0,0,0,0,0,1.0,350,1,0.0,0.0
Delmon Young,1162,109,566,473,36,179,784.0,1118,4108,0.2844,0.7359
Delwyn Young,183,17,81,76,4,58,182.0,344,710,0.22599999999999998,0.6266
Demarcus Evans,0,0,0,0,0,0,0.0,25,0,0.0,0.0
Denard Span,1498,71,490,773,185,515,716.0,1359,5326,0.28154545454545454,0.7482727272727273
Denis Boucher,2,0,0,1,0,0,4.0,15,9,0.25,0.75
Denis Menke,441,26,212,220,11,272,287.0,609,1754,0.21539999999999998,0.6259999999999999
Denis Phipps,3,1,2,4,0,1,4.0,8,10,0.3,1.064
Dennis Blair,14,0,3,5,0,5,51.0,62,109,0.11524999999999999,0.255
Dennis Cook,29,2,9,15,0,3,13.0,468,110,0.1076,0.3068
Dennis Dove,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Dennis Eckersley,24,3,12,9,0,9,84.0,633,181,0.03023076923076923,0.08415384615384616
Dennis Higgins,3,0,1,1,0,2,4.0,76,14,0.08333333333333333,0.20233333333333334
Dennis Kinney,1,0,0,0,0,1,8.0,70,14,0.02766666666666667,0.079
Dennis Konuszewski,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Dennis Lamp,33,0,7,6,0,6,37.0,277,201,0.104125,0.224375
Dennis Leonard,0,0,0,0,0,0,0.0,74,0,0.0,0.0
Dennis Lewallyn,1,0,1,1,0,0,10.0,19,13,0.1,0.2
Dennis Littlejohn,45,1,15,17,0,28,53.0,78,222,0.146,0.38999999999999996
Dennis Martinez,74,0,33,25,1,15,168.0,320,520,0.1177,0.2933
Dennis Moeller,0,0,0,0,0,0,0.0,10,0,0.0,0.0
Dennis O'Toole,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Dennis Paepke,33,2,14,11,0,10,33.0,68,170,0.12366666666666666,0.35533333333333333
Dennis Powell,3,0,0,1,0,0,8.0,125,17,0.0535,0.16075
Dennis Rasmussen,50,0,14,20,0,13,82.0,136,259,0.12314285714285714,0.29742857142857143
Dennis Santana,2,0,2,0,0,0,3.0,60,6,0.3333333333333333,0.8333333333333334
Dennis Sarfate,0,0,0,0,0,0,0.0,72,0,0.0,0.0
Dennis Saunders,0,0,0,0,0,0,3.0,8,5,0.0,0.0
Dennis Sherrill,1,0,0,1,0,0,2.0,5,5,0.125,0.25
Dennis Springer,7,0,2,2,0,0,30.0,110,72,0.034999999999999996,0.07257142857142858
Dennis Tankersley,6,1,2,2,0,1,6.0,27,21,0.18600000000000003,0.502
Dennis Werth,29,3,15,28,1,28,33.0,117,139,0.2,0.5632499999999999
Denny Bautista,2,0,2,0,0,0,4.0,93,8,0.24,0.48
Denny Doyle,823,16,237,357,38,205,310.0,944,3290,0.251125,0.6147499999999999
Denny Gonzalez,54,4,18,29,3,27,64.0,98,262,0.1782,0.49820000000000003
Denny Hocking,591,25,226,294,36,205,442.0,954,2358,0.23784615384615385,0.6203076923076923
Denny Lemaster,10,1,8,3,0,6,18.0,94,54,0.226,0.5553333333333333
Denny McLain,10,0,7,2,0,6,42.0,67,105,0.09766666666666667,0.27499999999999997
Denny Neagle,87,5,44,31,0,19,155.0,375,531,0.13566666666666669,0.34175
Denny Riddleberger,0,0,0,0,0,2,6.0,103,8,0.0,0.111
Denny Stark,7,1,8,5,0,5,28.0,61,71,0.04275,0.18575
Denny Walling,799,49,380,372,44,308,316.0,1271,2945,0.25716666666666665,0.6729999999999999
Dennys Reyes,4,0,0,2,1,2,25.0,655,56,0.0315,0.09814285714285716
Deolis Guerra,0,0,0,0,0,0,0.0,127,1,0.0,0.0
Dereck Rodríguez,8,0,1,1,0,0,33.0,50,61,0.133,0.2815
Derek Aucoin,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Derek Bell,1262,134,668,642,170,377,955.0,1210,4578,0.2563636363636364,0.7144545454545455
Derek Botelho,2,0,0,2,0,1,5.0,11,14,0.143,0.343
Derek Bryant,19,0,13,8,0,10,10.0,39,106,0.179,0.463
Derek Dietrich,536,84,255,318,7,181,576.0,746,2191,0.234375,0.76225
Derek Fisher,80,17,53,63,10,50,165.0,172,410,0.2076,0.6964
Derek Hill,103,11,43,52,16,24,143.0,161,442,0.198,0.524
Derek Holland,6,0,0,3,0,4,50.0,275,82,0.20350000000000001,0.45487500000000003
Derek Jeter,3465,260,1311,1923,358,1082,1840.0,2747,11195,0.3014,0.7968500000000003
Derek Law,1,0,0,1,0,0,0.0,296,2,0.16666666666666666,0.3333333333333333
Derek Lee,5,0,4,3,0,1,4.0,15,33,0.152,0.358
Derek Lilliquist,23,2,8,11,0,1,20.0,76,108,0.1115,0.266
Derek Lowe,65,1,25,30,1,29,129.0,682,436,0.1255294117647059,0.32488235294117646
Derek Norris,453,63,247,242,26,195,541.0,610,1967,0.22566666666666668,0.6788333333333333
Derek Parks,23,1,10,10,0,6,23.0,45,115,0.24133333333333332,0.6016666666666667
Derek Thompson,0,0,0,0,0,0,2.0,4,4,0.0,0.0
Derek Wallace,0,0,0,0,0,0,0.0,19,0,0.0,0.0
Dernell Stenson,20,3,13,14,0,11,24.0,37,81,0.247,0.753
Deron Johnson,670,122,423,324,2,320,685.0,832,2840,0.21657142857142858,0.6691428571428572
Derrek Lee,1959,331,1078,1081,104,874,1622.0,1942,6962,0.27613333333333334,0.8364
Derrel Thomas,1163,43,370,585,140,456,593.0,1597,4677,0.23013333333333333,0.6047333333333333
Derrick Gibson,14,2,8,6,0,1,11.0,17,49,0.304,0.7949999999999999
Derrick May,596,52,310,244,30,156,254.0,797,2200,0.2591,0.7057
Derrick Robinson,49,0,8,21,4,18,44.0,102,192,0.255,0.645
Derrick Turnbow,0,0,0,0,0,0,1.0,222,2,0.0,0.0
Derrick White,21,3,8,10,3,2,28.0,76,116,0.155,0.4526666666666667
Derrin Ebert,0,0,0,0,0,0,1.0,5,1,0.0,0.0
Desi Relaford,714,40,308,375,81,293,497.0,939,2939,0.22218181818181817,0.6132727272727272
Desi Wilson,32,2,12,10,0,12,27.0,41,118,0.271,0.677
Desmond Jennings,508,55,191,311,95,219,481.0,567,2076,0.23700000000000002,0.696
Destin Hood,6,1,2,3,0,0,11.0,13,25,0.24,0.64
Deven Marrero,65,6,38,55,12,26,120.0,178,341,0.125,0.3657142857142857
Devin Mesoraco,325,58,192,152,4,138,316.0,468,1402,0.206875,0.634625
Devin Williams,0,0,0,0,0,0,1.0,71,1,0.0,0.0
Devon Travis,320,35,153,155,14,61,232.0,316,1169,0.27375,0.7575000000000001
Devon White,1934,208,846,1125,346,541,1526.0,1941,7344,0.2545294117647059,0.7171176470588234
Dewayne Wise,253,31,115,149,55,46,245.0,576,1109,0.2131818181818182,0.6201818181818181
Dewon Brazelton,1,0,1,0,0,0,2.0,41,6,0.08333333333333333,0.25
Dewon Day,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Dexter Fowler,1306,127,517,817,149,740,1326.0,1460,5040,0.24828571428571428,0.721
Dick Allen,882,174,575,508,69,472,705.0,883,3111,0.28,0.8732499999999999
Dick Baney,2,0,0,0,0,0,3.0,33,14,0.111,0.261
Dick Billings,269,15,139,95,6,76,186.0,361,1161,0.19183333333333333,0.5091666666666667
Dick Bosman,23,0,8,10,0,10,79.0,151,208,0.065,0.1596
Dick Colpaert,0,0,0,0,0,0,0.0,8,0,0.0,0.0
Dick Davis,323,27,141,160,13,50,152.0,403,1217,0.2705,0.6876666666666668
Dick Dietz,312,45,209,166,3,269,228.0,400,1141,0.252,0.8035
Dick Drago,18,0,10,9,0,18,124.0,282,222,0.03457142857142857,0.10557142857142857
Dick Ellsworth,0,0,0,0,0,0,2.0,54,5,0.0,0.0
Dick Green,349,21,145,146,6,135,274.0,538,1520,0.23900000000000002,0.6156
Dick Hall,3,0,1,2,0,0,4.0,59,17,0.24150000000000002,0.583
Dick Kelley,1,0,0,0,0,0,1.0,48,3,0.333,0.666
Dick Lange,0,0,0,0,0,0,0.0,48,3,0.0,0.0
Dick McAuliffe,474,55,209,258,11,302,282.0,609,2045,0.2165,0.6368333333333334
Dick Mills,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Dick Nen,1,0,0,1,0,0,0.0,6,5,0.2,0.4
Dick Pole,0,0,0,0,0,0,0.0,43,1,0.0,0.0
Dick Ruthven,123,1,44,42,2,16,212.0,363,671,0.16735714285714284,0.39378571428571435
Dick Schofield,1031,58,374,530,120,479,727.0,1501,4526,0.220875,0.6032500000000001
Dick Scott,0,0,1,0,0,0,0.0,3,2,0.0,0.0
Dick Selma,8,0,4,2,0,2,16.0,144,41,0.3375,0.7195
Dick Sharon,102,13,46,46,6,50,95.0,242,467,0.21766666666666667,0.632
Dick Such,3,0,1,1,0,1,4.0,22,13,0.231,0.594
Dick Tidrow,9,0,7,6,0,3,42.0,452,95,0.03333333333333334,0.07755555555555554
Dick Woodson,7,0,2,4,0,2,38.0,80,90,0.02666666666666667,0.06
Dickie Noles,24,0,11,9,0,5,90.0,197,177,0.107125,0.250875
