full_name,hits,homeruns,rbi,runs,stolen_bases,walks,strikeouts,games_played,at_bats,batting_average,on_base_plus_slugging
John Raynor,2,0,0,1,0,1,3.0,11,10,0.2,0.473
John Rheinecker,0,0,0,0,0,0,0.0,21,0,0.0,1.0
John Riedling,4,0,2,2,0,0,16.0,229,27,0.037,0.074
John Rocker,0,0,0,0,0,0,0.0,278,0,0.0,0.0
John Rodriguez,99,7,43,46,2,40,90.0,158,332,0.298,0.812
John Roper,11,0,4,4,0,1,23.0,35,62,0.12033333333333333,0.25866666666666666
John Roseboro,20,1,6,7,1,18,10.0,46,86,0.233,0.679
John Roskos,4,0,2,1,0,4,19.0,37,49,0.10133333333333333,0.32366666666666666
John Russell,245,34,129,113,3,84,355.0,448,1087,0.20249999999999999,0.5818
John Ryan Murphy,146,18,61,69,0,43,221.0,284,680,0.194125,0.5438749999999999
John Schreiber,0,0,0,0,0,0,0.0,46,0,0.0,0.0
John Scott,57,2,15,35,13,8,46.0,118,257,0.10233333333333333,0.235
John Shelby,739,70,313,389,98,182,671.0,1036,3090,0.21927272727272726,0.5876363636363636
John Smiley,73,2,35,21,0,25,183.0,321,504,0.13518181818181818,0.3452727272727273
John Smoltz,151,5,61,77,3,79,365.0,735,948,0.11719047619047618,0.32652380952380955
John Snyder,3,0,0,1,0,2,7.0,39,38,0.0395,0.1255
John Stearns,696,46,312,334,91,323,294.0,810,2681,0.24854545454545454,0.656
John Stefero,44,3,20,20,0,22,44.0,79,187,0.2946666666666667,0.7413333333333334
John Stephenson,134,6,57,50,0,42,43.0,247,590,0.20225,0.5222499999999999
John Strohmayer,10,0,3,3,0,2,12.0,142,50,0.11920000000000001,0.305
John Stuper,15,0,8,3,1,9,74.0,111,134,0.09425,0.26825
John Sutton,0,0,0,0,0,0,0.0,14,1,0.0,0.0
John Tamargo,59,4,33,19,1,34,27.0,135,244,0.2092,0.56
John Thomson,63,0,22,20,0,12,133.0,214,318,0.17966666666666667,0.42055555555555557
John Tudor,59,0,18,22,1,17,120.0,183,384,0.13414285714285715,0.3205714285714286
John Urrea,12,0,4,2,0,10,20.0,139,74,0.1988,0.44539999999999996
John Valentin,1093,124,558,614,47,463,524.0,1105,3917,0.26972727272727276,0.7845454545454547
John Van Benschoten,2,1,2,3,0,3,8.0,26,21,0.08933333333333333,0.467
John Vander Wal,717,97,430,374,38,385,698.0,1372,2751,0.24700000000000003,0.7472142857142857
John Verhoeven,0,0,0,0,0,0,0.0,21,0,0.0,0.0
John Vukovich,90,6,44,37,4,29,109.0,277,559,0.1301,0.3704
John Wasdin,3,0,1,2,0,1,6.0,286,19,0.072875,0.3125
John Wathan,656,21,261,305,105,199,265.0,860,2505,0.2607,0.6554
John Wehner,200,4,54,99,15,73,136.0,461,804,0.24227272727272728,0.6247272727272727
John Wetteland,7,1,8,4,0,0,19.0,558,42,0.15781818181818183,0.44972727272727275
John Wockenfuss,543,86,310,267,5,277,278.0,795,2072,0.24333333333333332,0.7228333333333334
John Young,2,0,1,1,0,0,0.0,2,4,0.5,1.25
John-Ford Griffin,7,2,9,7,0,3,9.0,13,23,0.304,1.0645
Johnathan Rodriguez,4,0,5,6,0,9,14.0,13,31,0.129,0.486
Johneshwy Fargas,13,0,5,4,1,1,15.0,22,52,0.25,0.649
Johnnie LeMaster,709,22,229,320,94,241,564.0,1039,3191,0.1990833333333333,0.5125833333333333
Johnny Abrego,0,0,1,0,0,0,2.0,6,9,0.0,0.0
Johnny Barbato,0,0,0,0,0,0,0.0,31,1,0.0,0.0
Johnny Bench,1723,347,1198,934,61,806,1077.0,1830,6476,0.26671428571428574,0.8211428571428572
Johnny Callison,282,37,150,130,13,118,176.0,387,1178,0.22699999999999998,0.6359999999999999
Johnny Cueto,55,0,18,27,1,17,178.0,306,545,0.0886923076923077,0.20476923076923076
Johnny Damon,2769,235,1139,1668,408,1003,1257.0,2490,9736,0.28155555555555556,0.7759444444444443
Johnny Davis,1,0,0,5,0,0,2.0,8,4,0.25,1.0
Johnny Edwards,351,19,149,129,6,157,175.0,483,1474,0.23759999999999998,0.6454
Johnny Estrada,576,42,285,198,0,103,228.0,612,2079,0.247125,0.627875
Johnny Field,49,9,21,28,4,7,72.0,84,221,0.222,0.657
Johnny Giavotella,318,14,125,148,15,65,178.0,360,1246,0.22185714285714284,0.571
Johnny Grubb,1153,99,475,553,27,566,558.0,1424,4154,0.27625,0.7846250000000001
Johnny Hellweg,0,0,0,0,0,0,4.0,8,10,0.0,0.0
Johnny Jeter,204,17,63,101,27,43,222.0,308,844,0.2744,0.6864000000000001
Johnny Monell,9,0,5,7,0,4,16.0,35,56,0.14600000000000002,0.393
Johnny Oates,410,14,126,146,11,141,149.0,593,1637,0.2391818181818182,0.5949090909090908
Johnny Paredes,26,1,11,12,6,11,18.0,60,123,0.24466666666666667,0.5963333333333334
Johnny Ray,1502,53,594,604,80,353,329.0,1353,5188,0.2857,0.7150000000000001
Johnny Ruffin,3,0,0,1,1,0,5.0,139,17,0.13883333333333334,0.2776666666666667
Jolbert Cabrera,362,18,157,189,38,73,241.0,609,1406,0.20600000000000002,0.533625
Jon Adkins,0,0,0,0,0,0,1.0,110,1,0.0,0.0
Jon Berti,372,24,126,220,97,156,355.0,461,1436,0.2592857142857143,0.7030000000000001
Jon Coutlangus,0,0,0,0,0,0,0.0,64,0,0.0,0.0
Jon Duplantier,1,0,0,1,0,0,7.0,19,10,0.0625,0.2915
Jon Edwards,0,0,0,0,0,0,0.0,31,0,0.0,0.0
Jon Garland,24,1,7,12,0,10,65.0,367,175,0.1083076923076923,0.3333076923076923
Jon Gray,22,1,13,11,0,11,147.0,200,242,0.059375,0.1785
Jon Jay,1087,37,341,532,55,285,716.0,1201,3838,0.2775,0.69175
Jon Knott,6,1,5,4,0,5,9.0,19,31,0.14266666666666666,0.4736666666666667
Jon Leicester,0,0,0,0,0,0,0.0,38,1,0.0,0.0
Jon Lester,42,4,31,27,1,21,162.0,434,366,0.05635714285714286,0.17771428571428574
Jon Lieber,85,0,25,36,0,30,234.0,405,612,0.13407142857142856,0.33049999999999996
Jon Link,0,0,0,0,0,0,0.0,9,0,0.0,0.0
Jon Matlack,57,0,23,32,0,57,217.0,204,441,0.14185714285714288,0.38814285714285707
Jon Meloan,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Jon Moscot,1,0,0,0,0,0,5.0,8,8,0.125,0.35
Jon Nunnally,218,42,125,162,19,146,239.0,364,885,0.241,0.7706666666666666
Jon Perlman,0,0,0,0,0,0,1.0,16,1,0.0,0.0
Jon Rauch,2,1,3,2,0,0,15.0,529,21,0.031,0.11199999999999999
Jon Shave,46,1,21,20,3,8,35.0,79,160,0.2856666666666667,0.6873333333333335
Jon Singleton,159,29,104,105,3,120,285.0,269,803,0.1895,0.621
Jon Switzer,0,0,0,0,0,0,0.0,44,0,0.0,0.0
Jon Zuber,34,3,16,13,1,12,20.0,68,136,0.2485,0.7304999999999999
Jonah Bayliss,0,0,0,0,0,0,0.0,61,0,0.0,0.0
Jonah Bride,112,12,52,56,1,60,109.0,169,482,0.21666666666666667,0.6190000000000001
Jonah Heim,371,57,239,184,8,125,334.0,484,1625,0.22240000000000001,0.6262000000000001
Jonatan Clase,15,1,5,7,3,3,17.0,26,61,0.246,0.631
Jonathan Albaladejo,0,0,0,0,0,0,0.0,49,0,0.0,0.0
Jonathan Aranda,65,10,33,45,0,33,86.0,110,293,0.21866666666666668,0.681
Jonathan Araúz,43,8,31,23,0,22,66.0,95,234,0.17575000000000002,0.53475
Jonathan Broxton,0,0,0,0,0,2,2.0,694,5,0.0,0.05123076923076923
Jonathan Davis,77,6,30,66,19,42,122.0,205,388,0.20566666666666666,0.588
Jonathan Diaz,8,0,6,6,1,4,17.0,35,55,0.104,0.287
Jonathan Heasley,0,0,0,0,0,0,0.0,16,0,0.0,0.0
Jonathan Hernández,0,0,0,0,0,0,0.0,26,0,0.0,0.0
Jonathan Herrera,311,10,89,136,18,96,196.0,490,1200,0.2532857142857143,0.6287142857142858
Jonathan Holder,0,0,0,1,0,0,0.0,150,0,0.0,0.0
Jonathan Hurst,0,0,0,0,0,0,2.0,10,4,0.0,0.0
Jonathan India,482,63,229,308,42,234,469.0,523,1905,0.2525,0.7585000000000001
Jonathan Johnson,0,0,0,0,0,0,2.0,20,4,0.0,0.0
Jonathan Loáisiga,0,0,0,0,0,0,2.0,116,2,0.0,0.0
Jonathan Lucroy,1134,108,548,483,30,369,662.0,1210,4140,0.2524166666666667,0.6823333333333333
Jonathan Ornelas,9,0,3,3,0,2,17.0,26,44,0.1795,0.4595
Jonathan Papelbon,0,0,0,0,0,0,0.0,672,0,0.0,0.0
Jonathan Pettibone,3,0,0,4,0,3,15.0,20,31,0.0515,0.163
Jonathan Schoop,1095,174,544,557,15,195,1029.0,1188,4319,0.254,0.7214545454545456
Jonathan Sánchez,23,0,9,10,0,8,103.0,196,200,0.085875,0.27299999999999996
Jonathan Van Every,12,2,9,7,0,5,20.0,40,47,0.26999999999999996,0.8119999999999999
Jonathan Villar,899,101,343,482,239,344,1045.0,1032,3530,0.2485,0.6899
Jonathon Niese,52,0,19,27,0,35,164.0,216,347,0.14766666666666667,0.3781111111111112
Jonny DeLuca,83,8,37,34,17,27,85.0,131,374,0.2395,0.6745
Jonny Gomes,835,162,526,495,50,417,1088.0,1203,3456,0.2173846153846154,0.6928461538461538
Jonny Venters,0,0,0,0,0,0,1.0,292,1,0.0,0.0
Jordan Beck,32,3,13,14,7,12,65.0,55,170,0.188,0.521
Jordan Brown,23,0,7,9,0,5,11.0,40,102,0.21500000000000002,0.542
Jordan Danks,78,8,26,41,15,38,121.0,184,348,0.16925,0.45999999999999996
Jordan De Jong,0,0,0,0,0,0,0.0,6,0,0.0,0.0
Jordan Diaz,73,10,28,23,0,19,76.0,105,321,0.243,0.629
Jordan Groshans,16,1,2,9,0,4,13.0,17,61,0.262,0.619
Jordan Hicks,0,0,0,0,0,0,1.0,112,1,0.0,0.0
Jordan Holloway,1,0,0,0,0,0,6.0,13,10,0.1,0.2
Jordan Lawlar,4,0,0,2,1,2,11.0,14,31,0.129,0.335
Jordan Luplow,195,47,125,132,13,126,264.0,362,918,0.20628571428571427,0.7057142857142857
Jordan Lyles,25,2,15,16,0,11,115.0,282,223,0.0786,0.21959999999999996
Jordan Montgomery,0,0,0,0,0,2,6.0,59,7,0.0,0.2
Jordan Norberto,0,0,0,0,0,0,0.0,72,0,0.0,0.0
Jordan Pacheco,293,10,114,98,8,53,163.0,377,1076,0.248,0.6211666666666666
Jordan Patterson,8,0,2,1,0,1,1.0,10,18,0.444,0.974
Jordan Romano,0,0,0,0,0,0,0.0,138,0,0.0,0.0
Jordan Schafer,295,12,85,171,103,145,383.0,463,1292,0.2265,0.6030000000000001
Jordan Sheffield,0,0,0,0,0,0,0.0,30,0,0.0,0.0
Jordan Smith,0,0,0,0,0,0,1.0,54,5,0.0,0.0
Jordan Walden,0,0,0,0,0,0,0.0,227,0,0.0,0.0
Jordan Walker,149,21,71,67,8,47,154.0,168,584,0.23850000000000002,0.7030000000000001
Jordan Weems,0,0,0,0,0,0,0.0,7,0,0.0,0.0
Jordan Westburg,164,21,86,83,10,38,153.0,175,624,0.262,0.754
Jordan Yamamoto,2,0,1,0,0,1,10.0,18,23,0.274,0.5695
Jordan Zimmerman,0,0,0,0,0,0,0.0,12,0,0.0,0.0
Jordan Zimmermann,56,1,15,18,0,10,105.0,279,335,0.13591666666666666,0.2981666666666667
Jordany Valdespin,92,15,52,52,15,27,89.0,214,426,0.16075,0.47574999999999995
Jordy Mercer,796,66,308,330,13,246,589.0,950,3104,0.248,0.6734
Jordyn Adams,13,1,5,5,3,3,28.0,28,74,0.1785,0.428
Jorge Alcala,0,0,0,0,0,0,0.0,59,0,0.0,0.0
Jorge Alfaro,402,48,198,152,18,72,581.0,496,1590,0.228625,0.633
Jorge Barrosa,3,0,1,3,1,0,2.0,8,17,0.176,0.47
Jorge Bonifacio,178,23,85,97,1,71,228.0,224,737,0.2284,0.6331999999999999
Jorge Brito,12,0,7,6,1,3,25.0,26,65,0.1435,0.42000000000000004
Jorge Campillo,8,0,2,4,0,1,16.0,44,45,0.089,0.198
Jorge Cantu,847,104,476,367,11,189,559.0,847,3128,0.263,0.725875
Jorge De La Rosa,48,0,27,22,0,7,160.0,422,379,0.10113333333333333,0.2492666666666667
Jorge De Leon,0,0,0,0,0,0,0.0,8,0,0.0,0.0
Jorge Fabregas,441,23,211,153,4,114,217.0,646,1827,0.23966666666666667,0.5934444444444443
Jorge Guzmán,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Jorge Julio,0,0,0,0,0,2,2.0,435,2,0.0,0.125
Jorge López,1,0,2,1,0,0,4.0,180,7,0.07142857142857142,0.21428571428571427
Jorge Mateo,274,29,118,174,91,69,343.0,445,1224,0.2136,0.6088000000000001
Jorge Ona,3,1,2,3,0,2,7.0,5,12,0.25,0.983
Jorge Orta,1619,130,745,733,79,500,716.0,1755,5829,0.2636875,0.719375
Jorge Padilla,3,0,0,3,0,1,8.0,29,25,0.12,0.274
Jorge Pedre,5,0,3,2,0,3,6.0,14,23,0.1315,0.3925
Jorge Piedra,72,12,36,38,3,18,56.0,142,262,0.25966666666666666,0.7786666666666666
Jorge Polanco,938,128,492,486,55,351,778.0,950,3573,0.2712727272727273,0.8015454545454546
Jorge Posada,1664,275,1065,900,20,936,1453.0,1829,6092,0.24305882352941174,0.7508823529411764
Jorge Rondon,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Jorge Roque,19,2,12,14,4,10,40.0,65,139,0.138,0.48175
Jorge Soler,855,191,516,500,12,433,1068.0,1012,3523,0.2377272727272727,0.7714545454545455
Jorge Sosa,12,3,4,5,0,7,37.0,236,83,0.13171428571428573,0.4257142857142857
Jorge Toca,7,0,5,4,0,0,11.0,25,27,0.31266666666666665,0.6726666666666666
Jorge Vasquez,0,0,0,0,0,0,1.0,7,1,0.0,0.0
Jorge Velandia,46,2,23,21,2,26,66.0,174,244,0.1685,0.472
Jose Acevedo,8,0,4,2,0,5,61.0,104,101,0.0866,0.2758
Jose Alberro,0,0,0,0,0,0,0.0,12,0,0.0,0.0
Jose Altuve,2232,229,812,1156,315,600,1030.0,1821,7293,0.30028571428571427,0.8164999999999999
Jose Alvarez,0,0,0,1,0,3,2.0,416,4,0.0,0.14285714285714285
Jose Antonio Nunez,0,0,1,1,0,1,5.0,59,11,0.0,0.0415
Jose Arcia,51,0,17,28,3,12,36.0,114,229,0.223,0.57
Jose Arredondo,1,0,0,0,0,0,1.0,214,2,0.125,0.25
Jose Ascanio,0,0,0,0,0,0,1.0,43,2,0.0,0.0
Jose Barrero,77,4,32,36,9,28,163.0,139,415,0.191,0.50625
Jose Barrios,3,0,0,2,0,1,4.0,10,19,0.158,0.358
Jose Bautista,5,0,1,2,0,1,17.0,239,50,0.0602,0.131
Jose Báez,87,1,19,47,7,25,27.0,114,355,0.20950000000000002,0.538
Jose Cabrera,2,0,0,1,0,0,12.0,198,23,0.017499999999999998,0.034999999999999996
Jose Cano,0,0,0,0,0,0,5.0,6,6,0.0,0.0
Jose Canseco,1877,462,1407,1186,200,906,1942.0,1887,7057,0.2677647058823529,0.8635882352941175
Jose Capellan,0,0,0,0,0,0,4.0,89,5,0.0,0.0
Jose Cardenal,1246,87,552,614,180,441,467.0,1289,4350,0.27654545454545454,0.7422727272727273
Jose Castillo,487,39,218,211,13,111,378.0,592,1918,0.25339999999999996,0.6686000000000001
Jose Ceda,0,0,0,0,0,0,2.0,25,2,0.0,0.0
Jose Constanza,60,2,17,32,12,14,41.0,112,220,0.20274999999999999,0.45925
Jose Contreras,0,0,0,1,0,3,18.0,286,29,0.0,0.053
Jose Cruz,2251,165,1077,1036,317,898,1031.0,2353,7917,0.2792631578947368,0.7634736842105263
Jose De Jesus,11,0,6,4,0,6,60.0,53,100,0.10400000000000001,0.27849999999999997
Jose DeLeon,38,0,9,12,0,16,171.0,321,419,0.05833333333333334,0.2738333333333333
Jose Escobar,3,0,1,0,0,1,4.0,10,15,0.2,0.45
Jose Fernandez,7,0,1,1,0,3,17.0,21,49,0.144,0.4
Jose Flores,1,0,0,2,1,2,2.0,16,7,0.125,0.525
Jose G. Valdez,0,0,0,0,0,0,0.0,24,0,0.0,0.0
Jose Garcia,1,0,0,0,0,0,1.0,5,2,0.5,1.0
Jose Gonzalez,144,9,42,95,33,60,186.0,461,676,0.194,0.560875
Jose Guillen,1591,214,887,748,31,321,1103.0,1650,5888,0.265,0.7434285714285715
Jose Guzman,7,0,2,1,0,2,19.0,34,71,0.0555,0.1735
Jose Herrera,167,7,57,88,10,57,162.0,274,700,0.18933333333333335,0.48816666666666664
Jose Iglesias,1142,51,392,477,65,185,541.0,1181,4040,0.2828333333333333,0.7020833333333333
Jose Jimenez,10,0,4,8,0,0,38.0,331,81,0.11,0.2254285714285714
Jose Leon,47,5,18,18,1,8,57.0,88,209,0.2233333333333333,0.5736666666666667
Jose Lima,38,0,10,18,0,7,101.0,274,292,0.15633333333333332,0.32855555555555555
Jose Lind,935,9,324,368,62,215,370.0,1044,3677,0.2588888888888889,0.6197777777777778
Jose Lobatón,244,21,107,110,0,123,298.0,419,1145,0.1743,0.509
Jose Lopez,1005,92,480,421,25,150,471.0,1036,3841,0.25366666666666665,0.6707777777777779
Jose Macias,422,26,173,201,43,93,243.0,659,1646,0.25457142857142856,0.7435714285714285
Jose Malave,24,4,17,12,0,2,27.0,45,106,0.1175,0.3195
Jose Martinez,1,0,0,1,0,1,6.0,23,22,0.025,0.0725
Jose Melendez,2,0,0,1,0,1,18.0,87,25,0.05,0.1465
Jose Mercedes,1,0,0,0,0,0,12.0,121,19,0.015166666666666667,0.043000000000000003
Jose Mesa,0,0,0,1,0,1,1.0,812,2,0.0,0.07692307692307693
Jose Mijares,0,0,0,0,0,0,1.0,314,1,0.0,0.0
Jose Miranda,263,27,128,101,3,55,181.0,286,987,0.25433333333333336,0.6933333333333334
Jose Morales,438,26,228,151,0,118,230.0,829,1523,0.3136875,0.7954375000000001
Jose Morban,10,2,5,14,8,3,21.0,61,71,0.141,0.412
Jose Moreno,20,2,15,14,5,6,20.0,82,97,0.1416666666666667,0.523
Jose Mota,8,0,2,4,0,2,7.0,19,38,0.111,0.252
Jose Munoz,7,0,1,7,0,4,1.0,17,27,0.259,0.614
Jose Nieves,128,9,51,55,2,23,102.0,212,530,0.199,0.5192
Jose Nunez,0,0,0,0,0,0,2.0,63,3,0.0,0.0
Jose Offerman,1551,57,537,840,172,772,914.0,1651,5681,0.25493333333333335,0.6923333333333334
Jose Oliva,43,13,31,24,0,19,56.0,89,242,0.21499999999999997,0.764
Jose Ortega,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Jose Ortiz,143,14,55,82,9,41,86.0,187,561,0.26,0.6762
Jose Pagan,147,15,57,52,1,42,81.0,251,593,0.24075,0.6399999999999999
Jose Paniagua,0,0,0,1,0,2,11.0,251,18,0.0,0.025666666666666667
Jose Parra,0,0,0,0,0,2,0.0,70,0,0.0,0.2
Jose Pena,3,0,0,2,0,2,2.0,55,11,0.264,0.5863333333333334
Jose Quintana,12,0,7,4,0,3,84.0,279,156,0.1388888888888889,0.311
Jose Reyes,1,0,2,0,0,0,3.0,4,5,0.2,0.4
Jose Rijo,85,2,29,25,2,8,101.0,281,445,0.1562,0.35850000000000004
Jose Rodriguez,0,0,0,0,0,0,1.0,8,1,0.0,0.0
Jose Rojas,42,6,16,27,2,15,69.0,83,224,0.16649999999999998,0.48850000000000005
Jose Santiago,2,0,0,1,0,2,4.0,216,8,0.083375,0.239625
Jose Segura,0,0,0,0,0,0,0.0,11,0,0.0,0.0
Jose Silva,10,0,5,1,0,3,38.0,152,90,0.076,0.18183333333333337
Jose Siri,228,54,136,171,43,72,425.0,356,1087,0.23149999999999998,0.73625
Jose Sosa,3,1,3,2,0,0,3.0,35,9,0.1665,0.5555
Jose Tabata,438,17,126,208,47,129,254.0,509,1592,0.2768333333333333,0.6946666666666667
Jose Tartabull,3,0,2,5,1,0,2.0,24,13,0.231,0.616
Jose Tolentino,14,1,6,6,0,4,9.0,44,54,0.259,0.694
Jose Trevino,281,32,141,131,4,61,225.0,400,1190,0.23857142857142857,0.6225714285714287
Jose Uribe,738,19,219,307,74,256,425.0,1038,3064,0.23900000000000002,0.6007
Jose Valentin,1348,249,816,872,136,630,1294.0,1678,5539,0.2238125,0.705375
Jose Valverde,1,0,0,1,0,0,1.0,626,2,0.08333333333333333,0.25
Jose Veras,0,0,0,1,0,1,0.0,372,0,0.0,0.16666666666666666
Jose Vidro,1524,128,654,720,23,478,556.0,1418,5113,0.28775,0.7755833333333334
Jose Vizcaino,1453,36,480,633,74,378,729.0,1820,5379,0.26116666666666666,0.6371111111111112
Joseph DeSa,11,2,7,5,0,3,8.0,35,55,0.2275,0.5720000000000001
Joseph Odom,5,0,2,2,0,4,21.0,20,41,0.064,0.1685
Josh A. Smith,4,0,0,1,0,0,8.0,87,20,0.101,0.28025
Josh Anderson,132,4,47,73,36,26,82.0,179,486,0.2973333333333333,0.7200000000000001
Josh Banks,3,0,0,4,0,4,6.0,26,27,0.065,0.3315
Josh Bard,452,39,220,162,1,175,299.0,586,1778,0.25539999999999996,0.7123000000000002
Josh Barfield,267,16,112,133,35,44,188.0,309,1012,0.27625,0.64475
Josh Beckett,41,3,18,19,0,12,110.0,314,289,0.1496153846153846,0.4376153846153847
Josh Bell,1095,175,635,574,4,530,966.0,1247,4307,0.23883333333333334,0.7023333333333333
Josh Booty,7,0,4,3,0,4,9.0,13,26,0.41933333333333334,0.9169999999999999
Josh Butler,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Josh Collmenter,19,0,6,8,0,9,56.0,214,154,0.08571428571428572,0.22228571428571428
Josh D. Smith,0,0,0,0,0,0,0.0,6,0,0.0,0.0
Josh Donaldson,1310,279,816,816,40,725,1221.0,1384,5022,0.24246153846153848,0.8007692307692308
Josh Edgin,0,0,0,0,0,0,1.0,177,1,0.0,0.0
Josh Fields,167,34,107,96,3,69,236.0,506,714,0.09799999999999999,0.30754545454545457
Josh Fleming,0,0,0,0,0,0,1.0,26,1,0.0,0.0
Josh Fogg,40,0,11,21,1,13,113.0,236,335,0.121125,0.29675
Josh Geer,5,0,2,3,0,3,14.0,24,33,0.139,0.375
Josh Hader,1,0,0,1,0,0,4.0,364,8,0.07142857142857142,0.14285714285714285
Josh Hall,1,0,0,2,0,0,2.0,6,6,0.167,0.334
Josh Hamilton,1134,200,701,609,50,352,938.0,1027,3909,0.2857777777777778,0.8485555555555556
Josh Hancock,2,0,1,1,0,4,18.0,99,24,0.0236,0.1022
Josh Harrison,1080,73,388,500,91,187,662.0,1209,3997,0.258,0.6839230769230767
Josh James,0,0,0,0,0,0,0.0,54,0,0.0,0.0
Josh Johnson,34,3,25,14,0,14,146.0,171,272,0.11211111111111112,0.338
Josh Judy,0,0,0,0,0,0,0.0,12,0,0.0,0.0
Josh Jung,194,35,100,103,7,42,238.0,194,754,0.24466666666666667,0.718
Josh Kinney,0,0,0,0,0,0,1.0,45,1,0.0,0.0
Josh Kroeger,9,0,2,5,0,1,21.0,22,54,0.167,0.404
Josh Labandeira,0,0,0,0,0,0,4.0,7,14,0.0,0.0
Josh Lester,4,0,4,0,0,1,10.0,13,27,0.091,0.1995
Josh Lindblom,0,0,0,0,0,0,3.0,113,4,0.0,0.0
Josh Lowe,262,32,130,132,61,79,313.0,295,1001,0.4385,1.0387499999999998
Josh Lucas,0,0,0,0,0,0,0.0,22,0,0.0,0.0
Josh Lueke,0,0,0,0,0,0,0.0,44,0,0.0,0.0
Josh Naylor,537,84,343,253,25,173,374.0,598,2047,0.25933333333333336,0.7381666666666665
Josh Newman,0,0,0,0,0,0,0.0,10,0,0.0,0.0
Josh Osich,0,0,0,0,0,0,1.0,234,1,0.0,0.0
Josh Outman,1,0,1,0,0,1,12.0,147,24,0.0166,0.0474
Josh Paul,174,10,73,92,13,59,169.0,321,713,0.23922222222222222,0.6250000000000001
Josh Pearce,1,0,1,0,0,0,0.0,13,4,0.08333333333333333,0.16666666666666666
Josh Phegley,251,35,162,131,2,55,235.0,388,1116,0.20425,0.6227499999999999
Josh Phelps,380,64,244,198,2,116,397.0,465,1394,0.208125,0.612875
Josh Prince,1,0,0,3,0,1,1.0,8,8,0.125,0.472
Josh Rabe,20,3,9,10,0,2,18.0,38,80,0.24,0.5960000000000001
Josh Ravin,0,0,0,0,0,0,0.0,35,1,0.0,0.0
Josh Reddick,1157,146,575,597,61,393,791.0,1305,4408,0.2509230769230769,0.7117692307692306
Josh Roenicke,1,0,0,1,0,0,6.0,177,13,0.013833333333333335,0.0395
Josh Rogers,0,0,0,0,0,1,4.0,6,12,0.0,0.077
Josh Rojas,460,34,189,256,59,211,481.0,570,1862,0.23333333333333336,0.639
Josh Rupe,0,0,0,0,0,0,0.0,46,0,0.0,0.0
Josh Rutledge,284,20,111,156,24,71,275.0,370,1101,0.2585,0.6828333333333334
Josh Satin,61,3,22,28,1,37,82.0,116,251,0.14125000000000001,0.41975
Josh Sborz,0,0,0,0,0,0,2.0,114,2,0.0,0.0
Josh Sharpless,0,0,0,0,0,0,0.0,20,0,0.0,0.0
Josh Smith,213,21,93,119,16,99,226.0,312,931,0.21333333333333335,0.6396666666666667
Josh Smoker,0,0,0,0,0,0,3.0,81,4,0.0,0.0
Josh Spence,0,0,0,0,0,0,0.0,51,0,0.0,0.0
Josh Staumont,0,0,0,0,0,0,0.0,106,0,0.0,0.0
Josh Stinson,0,0,0,0,0,1,1.0,20,1,0.0,0.5
Josh Taylor,0,0,0,0,0,0,0.0,113,0,0.0,0.0
Josh Thole,323,9,111,99,2,135,214.0,478,1336,0.23700000000000002,0.6016250000000001
Josh Tomlin,8,0,1,2,0,1,12.0,249,28,0.2845,0.614875
Josh Towers,1,0,0,1,0,0,3.0,132,16,0.03333333333333333,0.06666666666666667
Josh VanMeter,153,19,79,83,17,88,208.0,300,743,0.19125,0.6072500000000001
Josh Vitters,12,2,5,7,2,7,33.0,36,99,0.121,0.395
Josh Wall,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Josh Whitesell,23,2,15,8,0,25,31.0,53,115,0.24,0.8955
Josh Willingham,988,195,632,564,35,553,1036.0,1147,3912,0.25063636363636366,0.7964545454545455
Josh Wilson,251,10,84,104,14,54,247.0,431,1095,0.220375,0.584625
Josh Winckowski,0,0,0,0,0,0,0.0,40,0,0.0,0.0
Josh Zeid,0,0,0,0,0,0,1.0,23,1,0.0,0.0
Joshua Fuentes,103,12,57,52,2,15,114.0,149,424,0.24966666666666668,0.6663333333333333
Joshua Palacios,91,12,55,51,7,26,94.0,156,396,0.219,0.59025
Joshua Rodriguez,1,0,1,1,0,1,8.0,7,12,0.083,0.297
Josiah Gray,1,0,0,0,0,1,12.0,14,22,0.045,0.132
Josias Manzanillo,1,0,0,0,0,0,6.0,246,12,0.1,0.2
Josmil Pinto,63,11,30,36,0,31,76.0,84,250,0.18700000000000003,0.6123333333333333
José A. Váldez,0,0,0,0,0,0,0.0,17,0,0.0,0.0
José Abreu,1587,263,960,769,11,432,1246.0,1446,5607,0.27236363636363636,0.805
José Alvarado,0,0,0,0,0,0,1.0,228,1,0.0,0.0
José Azocar,89,2,21,53,18,21,87.0,214,366,0.2356666666666667,0.5956666666666667
José Bautista,1496,344,975,1022,70,1032,1394.0,1798,6051,0.23653333333333335,0.7825999999999999
José Berríos,2,0,0,1,0,1,10.0,168,17,0.19999999999999998,0.43333333333333335
José Briceño,29,5,10,12,0,9,36.0,48,122,0.2195,0.6085
José Caballero,151,13,70,90,70,55,199.0,243,672,0.224,0.6465000000000001
José Castillo,0,0,1,0,0,0,0.0,38,1,0.0,0.0
